Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Honduras,HND,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.8,14.3,15.2,13.4,12,16.7,16.4,24.1,18.9,25.6,19.8,27.7,31.4,33
Heavily indebted poor countries (HIPC),HPC,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1880.234128,2037.095262,2280.866495,2565.649712,2982.971658,3125.075112,3457.2,3872.5,4405.002519,4827.342454,5312.367764,5999.086767,6329.34018,6825.070462
Croatia,HRV,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2464.9,2577.3,3160,3124,3758,3976.4,4410.3,4421.2,4965.7,4813.5,4701.8,4473.8,4398.1,4056
Haiti,HTI,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.8,7.5,7.2,15.1,10.8,7.3,11.8,13.3,17.1,16.5,29,38.3,33.8,30.1
Hungary,HUN,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4500.2,4796,5542,5530.3,5884.6,6408.5,6029.9,5870.6,6419.3,6570.6,6468,6858.9,6566.3,6207.6
IBRD only,IBD,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,245296.2664,293176.9145,359083.6289,403951.7585,451790.9426,514727.1182,582812.6,639692.2463,693961.6,717635.6,774591.5,838610.2,878444.7,917780.4
IDA & IBRD total,IBT,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,252386.9731,301094.6903,368467.4624,414764.491,464436.4583,528440.6423,598932.8931,657985.9762,713026.2928,738234.5269,797155.4206,862479.9107,902383.4269,943927.3478
IDA total,IDA,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6702.801861,7452.144472,8812.324029,10170.75152,11929.33102,12890.62309,15192.08458,17278.7267,19064.76178,20599.17259,22564.22755,23869.9796,23938.88762,26147.24478
IDA blend,IDB,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3981.990115,4518.577437,5499.519885,6422.990391,7475.37074,8110.146578,9822.768808,11140.5,12451.1,12979.4,14492.4,14871.4,14707,15919.7
Indonesia,IDN,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359.7,447.4,545.3,619,613.8,678,1014,1344.6,1821.4,2027.8,2776.3,3465.2,5071.5,7728.7
IDA only,IDX,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2703.982278,2912.814797,3284.680912,3713.544668,4415.118073,4737.768792,5316.070894,6078.008364,6613.608423,7619.987944,8071.959239,8998.876087,9232.255863,10227.99624
Isle of Man,IMN,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26797.1,28930.1,33215.8,38590.3,43624.9,48794.2,54667.1,62790.2,75337.3,82182.2,88942.4,100574.8,106663.4,110319.6
Not classified,INX,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3069.3,3824.8,4742.8,4857.3,5520.7,5786.7,6437.4,7035.7,7433.1,7182.9,7261.8,7374.5,6852.3,6834.4
"Iran, Islamic Rep.",IRN,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3768.4,5017.1,7102.8,10072.5,13202.9,16841.7,20594.4,25208.6,31419.4,32195.1,33761.3,36310.9,36748.6,40974.5
Iraq,IRQ,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116,90.7,139.5,244.5,231.7,304.3,361.8,554.8,653.7,843.3,853.4,865.5,897.3,1227.3
Iceland,ISL,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,258.5,300,354.7,361.6,364.4,431.3,497.1,567.5,553.3,636.3,594.7,589.5,611.7,651.8
Israel,ISR,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9676.4,10237,10398.4,11040.4,11238.9,11366.8,11270.8,11014.4,11414.9,11916.3,11749.8,12265.8,12216.4,11892.7
Italy,ITA,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41207.1,43636.6,47357.3,50159.4,53837.1,55940.8,58398.7,58805.7,60842.3,65276.2,68768.3,70780.7,70814.2,69125.2
Jamaica,JAM,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142.1,156.7,135.8,141.2,173.4,208.6,204.8,187.8,215.5,223.8,195.9,160.1,144.5,134.8
Jordan,JOR,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,657.9,740.9,794.5,954.3,1086.1,1224.8,1294.1,1452.8,1464.7,1444.9,1520.6,1471.8,1509.8,1651.8
Japan,JPN,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97235.2,100403.7,109662.2,110502.8,108760.8,106897.5,108237.4,108292.4,110570,109424.5,109257.9,106154.6,99812.4,96536.2
Kazakhstan,KAZ,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238.8,228.9,241.2,215.1,213.8,226.8,270.4,324.4,382.7,478.9,1014.9,1065.5,1259.3,1563.8
Kenya,KEN,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,409.2,439.3,456.3,490.4,566,592.6,678.8,701.2,805,804.1,919.6,978.2,950.8,987.1
Kyrgyz Republic,KGZ,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.2,30.2,43.1,50,37.4,51.4,33.8,34.2,49.9,49.2,62.7,55.9,50.9,100.8
Cambodia,KHM,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.3,35.7,36.6,47.5,50.7,54.7,61.6,58.9,72,75.8,85.7,94.3,111.4,116.9
Kiribati,KIR,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0,0,2.4,1.8,0,0.3,0.3,0,1,1.1,1.9,1.4,2.2
St. Kitts and Nevis,KNA,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,0.7,2,1.9,2,4.2,2.8,4.7,4.3,9.3,13.1,13.2,15.3,20.8
"Korea, Rep.",KOR,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23201.1,27398.8,31646.6,36746.8,41521.7,44300.9,46020.6,50935.1,54716.8,57373.7,59205.9,62691.2,64523.1,63063
Kuwait,KWT,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,512.7,544.5,620.5,646.4,711.4,756.8,776.5,748.6,800.2,830.6,878.7,794.4,874,738.6
Latin America & Caribbean (excluding high income),LAC,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31350.04743,34913.80966,39387.38777,48160.74097,51671.40227,58980.44208,63578.61043,68195.8,72563.5,79166.7,82402.2,87588.4,87312.4,88102.2
Lao PDR,LAO,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.7,37,23.3,40,27.5,35,40.7,44.5,48,59.9,72.3,55.7,68.6,85.1
Lebanon,LBN,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,459.9,481.9,552.6,635,652.5,717.7,762.6,790.4,888,1023.3,1096.3,1219.5,1278.1,1397.9
Liberia,LBR,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3,0.6,1.3,4.7,2.8,2.4,4.7,3.4,8.3,9.8,9,11.8,16.6,16.6
Libya,LBY,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.3,62.2,76.6,92,109.9,129,229.4,301.9,126.9,158.5,218.5,199,172,138.7
St. Lucia,LCA,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,0.6,2.4,3.4,2,0.7,0,2.8,5,1.3,2.7,0.2,2.8,4.7
Latin America & Caribbean,LCN,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34391.30475,38186.9708,43035.19801,52542.98013,56377.68183,64292.72011,69191.37704,74055.02336,78870.54262,85998.93641,89260.86218,95529.58488,95423.48972,96586.33273
Least developed countries: UN classification,LDC,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2239.568645,2348.250168,2677.574845,3108.016959,3706.611494,3898.61563,4449.963645,5043.211169,5460.689731,6299.171639,6737.571495,7633.540051,7684.66108,8406.958196
Low income,LIC,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1581.645727,1680.205857,1886.016047,2199.316211,2492.544788,2412.15655,2725.107537,3028.18015,3285.7,3691.1,4035.2,4735.4,4901.3,5061.9
Liechtenstein,LIE,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.5,23.8,33.6,34.4,24.6,39,25.2,40.2,41.2,34.1,31.3,38.9,30.3,35.4
Sri Lanka,LKA,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,247.2,244,332.3,369.5,420.6,469.6,475.8,501.8,578.4,617.7,743.6,704.8,756.7,1032.9
Lower middle income,LMC,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45404.93962,49088.02455,55748.92284,62509.64751,70458.41394,78744.32639,89001.32322,101136.9387,118126.7003,128406.3983,140028.9544,154438.6088,163667.3167,175447.0927
Low & middle income,LMY,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,234830.449,281380.9663,346758.6477,391362.2423,440319.3459,502015.6186,572377.3258,630072.2041,683652.4507,706063.0839,763026.5287,825561.5994,864180.7805,904859.7475
Lesotho,LSO,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4,5.9,4.7,10.8,9.6,11.1,8.1,8.1,8.3,18.3,14,8.9,19.1,22.8
Late-demographic dividend,LTE,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176201.5577,217294.7048,273108.2776,306080.99,342010.1375,393446.5337,445779.7926,487152.113,518635.1841,529262.3951,572143.1896,617702.7709,648011.3655,673760.4106
Lithuania,LTU,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,826.5,1182.9,1476.8,1676.7,1578.5,2493,2264.8,2345.5,2456.6,2310.5,2319.2,2471.7,2460.5,2181.2
Luxembourg,LUX,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.7,141.7,142.2,198.4,211.1,309.7,389,461.3,586.8,595.6,772.2,865.7,797.9,817.9
Latvia,LVA,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,258.4,281,435.3,366.5,474.3,585.3,681.7,767.1,1274.3,1194.4,1235.3,1162.3,1476.1,1256.8
"Macao SAR, China",MAC,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Martin (French part),MAF,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,MAR,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,921.3,951.6,917.1,983.5,1043.4,1214.3,1470,1659.5,2007.5,2298.1,2506.2,3175.5,3156.6,4062.5
Monaco,MCO,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.7,37.8,36.5,34.3,30.1,35.4,41.8,40.9,49,30.4,36.5,40.2,41.1,39.7
Moldova,MDA,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.1,121.9,203.7,143.5,147,164.8,199.3,172.3,203.2,231,231,239.3,193.6,295.4
Madagascar,MDG,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.2,50,56.2,62.4,104.2,81.5,86.2,81.2,98,93.2,118,122,120.4,102.8
Maldives,MDV,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4,1.3,3.2,4.1,4.8,0.9,3,2.8,6.7,8.9,5,8.9,6.2,4.9
Middle East & North Africa,MEA,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24375.72892,27192.81918,30480.97315,35926.58678,40831.85074,46877.808,54016.88759,61153.54317,71419.68182,76642.59059,81837.32038,87823.78868,90667.54292,98012.05638
Mexico,MEX,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6601.5,7198.8,8286,9322,9492.1,10476.3,10747.8,11436.3,11959,12746.5,13469.6,14587.8,14485.4,14529.4
Marshall Islands,MHL,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.8,1,1.8,3.8,1.1,1.6,1.7,1.5,1.5,1.5,1.3,1.2,2.6,1.3
Middle income,MIC,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232882.0646,279259.0808,344326.283,388547.0848,437134.1227,498806.1344,568742.7032,626043.4315,680413.235,702419.7696,759042.9351,820881.76,859337.6817,899858.8405
"Macedonia, FYR",MKD,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144.3,226.7,238.9,219.9,284.2,293.9,355.9,346.1,434.3,496.1,505.6,556.7,576.4,483.1
Mali,MLI,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.9,33.7,39.7,63.6,67.8,67.5,73,79,88.1,87.2,65.1,73.6,70.2,87.3
Malta,MLT,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.9,62.9,77.1,81.5,109.4,177,157.7,184.5,201.5,250.5,265.3,297.3,302.2,320.4
Myanmar,MMR,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.5,14.4,51.1,29.7,38.2,58.4,87.6,56,96.4,42.9,36.7,46.6,76.4,110.8
Middle East & North Africa (excluding high income),MNA,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11234.17087,13412.41641,16192.17821,20629.70099,25079.56569,30494.72942,36897.14461,43155.19994,51244.8146,54513.49803,57901.35168,62044.38846,63837.91044,71179.32223
Montenegro,MNE,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,66,67.3,106.8,133.7,162.1,198.8,219.3,206,257.8
Mongolia,MNG,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.2,31.8,37.4,49.2,111.9,89,102.1,93.4,104.9,132.2,169.2,122.2,103.5,112.3
Northern Mariana Islands,MNP,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mozambique,MOZ,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.9,30.4,35.8,43.3,40.5,49,58,45.8,73.9,60.6,67.9,85.3,102.6,100.6
Mauritania,MRT,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.9,6.4,10.5,7.3,9,5,7.3,6.6,13.3,12.7,16.2,12.8,13.8,19.7
Mauritius,MUS,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.4,55.7,66.8,61,59.1,70.2,79.4,87.8,63.5,108.4,120.3,122.6,121.5,156
Malawi,MWI,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.8,77.2,81.9,85,130.1,136.2,111.9,142.3,166.8,171.6,159.7,186.9,197,203.1
Malaysia,MYS,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1741.1,2019.1,2433.6,3229.9,3903,6108.1,8035.2,11056.8,14003.8,14742.2,16291.1,17348.9,19088.7,20331.5
North America,NAC,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359529.5794,389572.0765,426869.9495,432455.7088,441861.8925,445434.1699,454498.2888,466675.8981,482955.2853,492535.8021,495917.1433,501864.2711,489728.2697,466429.5514
Namibia,NAM,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.9,31,50.3,34.7,38.3,36,33.2,39,46.9,66,86.1,94.8,99.4,107.7
New Caledonia,NCL,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Niger,NER,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.1,22.5,22.2,29.8,29.2,26.9,55.5,66.1,31.9,32,32.7,49.6,56.1,56.1
Nigeria,NGA,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1222.5,1456.7,1660.5,2049.7,2297.2,2328.3,3001.9,3458.1,3783.5,3582.1,3809.3,3994.7,3742.8,3821.6
Nicaragua,NIC,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.8,17.2,20.4,32.1,22.6,32.7,29.1,33.5,32.9,34.4,28.6,37,26.6,35.6
Netherlands,NLD,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19565,21238.1,23860.9,24460.6,25627.5,26534.5,28684.2,29226.9,30227.6,31501.2,32017.2,32354.9,31068.9,29949
Norway,NOR,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5118.6,5608.6,6655.6,7093.3,7674.3,7948,8751,9056.1,9759.8,10357.5,10352.6,10703.8,10471.1,10725.7
Nepal,NPL,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191.3,208.6,285.1,331.4,364.8,333.1,396.6,394.3,398,456.5,484.5,526.9,521.1,549.3
Nauru,NRU,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.2,0.5,0.3,0,0,0.7,0,0.7,0.5,0.3,0.4,0.3,0.7
New Zealand,NZL,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4395.8,4783.1,5279.3,5607.4,6000.4,6277.4,6578.6,6844.5,7419.6,7675.9,7593.9,7834.7,7481.3,7464.7
OECD members,OED,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,939906.6,1010901.6,1115273.6,1155371.3,1197965.9,1225067,1266297.9,1302012.8,1356334.8,1401007.7,1426410,1454565.5,1425774.9,1377540.1
Oman,OMN,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,288.2,300.5,317.3,332.1,392.7,383.4,426.2,477.3,598.8,587.5,667.3,705.8,774.1,795
Other small states,OSS,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1661.386077,1883.14322,2198.212491,2515.006477,2768.95345,3155.800627,3417,4034.5,4149.962962,4722.174987,5312.734487,5837.264972,5793.145586,6185.217868
Pakistan,PAK,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1420.7,1685,2321.6,2809.3,3363.3,4044.7,4917.3,5661.2,6444.9,7078.5,8078.1,8065.2,8337.2,9180.6
Panama,PAN,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.9,68.8,79.1,83.1,101.2,115.6,119.3,119.8,131.8,155.1,160.2,170.6,161.5,159.3
Peru,PER,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204,207.9,235.2,294.4,315.9,365.1,420.4,474.7,572.3,602.3,681.9,761,910.2,1007.6
Philippines,PHL,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,361.9,346.4,424.2,410.3,467.8,528.6,588.4,684.3,882,854,961.8,1045,1384.7,1568.7
Palau,PLW,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8,2.4,7,3.3,4.8,2.7,2.7,5.2,1.8,2.2,3.5,4.7,6.4,3.1
Papua New Guinea,PNG,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.6,37,33.4,38.2,55.7,59.1,42.9,53.3,47.5,62.6,54.3,64.3,59.7,54
Poland,POL,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15948.1,17967.9,19830.2,21267.4,21568.8,23376.1,23470.8,24551.5,25857.5,28115,30064.1,31779.4,32766.5,32977.9
Pre-demographic dividend,PRE,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3229.881686,3604.701703,4067.183694,4811.096619,5450.054544,5637.858079,6675.642486,7665.876982,8498,8593.8,9218.3,9903.3,9860.1,10488.4
Puerto Rico,PRI,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,496.7,462.4,527.9,662.6,639.6,671.2,639.7,705.2,631.2,624.3,577.6,621.3,585.8,566
"Korea, Dem. People’s Rep.",PRK,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1,54.8,52.3,60,41.7,27.9,53.8,12.6,7.5,18.3,13.1,20.8,47.3,43.8
Portugal,PRT,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4507.6,5109.3,5887.8,7136.2,7623.6,8655.6,9573,10625.1,11989.2,13102.6,14112.4,14666,14581.9,13773.2
